ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Previous qualification (grade);Nationality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International
3785;1;7;1;8014;0;40;120;1;37;19;9;3;120;0;0;0;1;0;0;36;0
3857;1;39;1;9254;1;1;150;1;37;37;9;9;115;0;0;0;1;1;0;36;0
3906;4;39;1;9254;1;1;120;1;37;37;9;8;95;0;0;0;1;0;1;36;0
3941;2;39;1;9147;1;1;120;1;37;37;5;5;124.6;0;0;0;1;0;0;36;0
4086;1;44;1;9130;1;39;160;1;1;37;3;3;160;1;0;1;0;0;0;36;0
4183;1;39;1;9556;1;1;133.1;1;44;40;2;2;115.5;0;0;0;1;0;0;36;0
82;1;39;1;9991;0;2;140;1;3;3;2;2;155.7;1;0;0;1;1;0;35;0
181;1;43;1;9853;1;1;140;1;3;1;3;3;128.3;1;0;0;1;0;0;35;0
198;1;7;1;9119;1;3;150;1;3;2;2;2;150;0;0;0;1;0;0;35;0
694;1;39;1;33;1;1;100;41;38;37;9;8;100;0;0;1;0;1;0;35;1
721;1;43;1;33;1;19;133.1;1;38;38;4;4;140;0;0;1;1;1;0;35;0
728;1;39;1;9991;0;1;133.1;1;37;37;9;9;143.2;0;0;0;1;1;0;35;0
922;1;39;1;8014;0;1;133.1;1;37;37;9;9;97;0;0;0;1;0;1;35;0
1164;4;39;1;8014;0;1;160;1;37;37;3;4;97;0;0;0;1;0;1;35;0
1213;4;39;1;9500;1;19;133.1;1;38;1;9;4;120;0;0;0;1;0;1;35;0
1274;2;51;1;9853;1;1;130;1;37;37;7;8;120.3;0;0;0;1;0;0;35;0
1278;2;39;1;9147;1;1;133.1;1;37;37;9;9;140;0;0;0;0;0;0;35;0
1298;1;39;1;9500;1;1;140;1;37;37;9;6;132.8;0;0;0;1;1;0;35;0
1438;2;39;1;8014;0;1;140;1;37;37;9;9;101;0;0;0;1;0;0;35;0
2015;2;39;1;9003;1;1;133.1;1;19;19;4;4;107.5;0;0;0;0;0;0;35;0
2193;1;39;1;9003;1;1;130;1;3;1;2;4;154.9;0;0;1;0;1;0;35;0
2645;1;39;1;9003;1;1;150;1;37;19;6;4;137;0;0;0;1;1;0;35;0
2652;1;7;1;9003;1;3;140;1;3;19;2;10;140;0;0;0;0;1;0;35;0
2953;2;39;2;9670;1;1;100;1;37;37;9;9;100;0;0;0;1;0;0;35;0
3029;1;39;1;8014;0;1;130;1;37;37;9;6;134;0;0;0;1;0;1;35;0
3176;2;39;1;33;1;1;120;1;38;1;9;5;153.8;0;0;1;1;1;0;35;0
3199;1;7;1;9254;1;3;110;1;19;19;3;3;110;0;0;0;1;1;0;35;0
3268;2;39;1;9991;0;39;140;1;38;19;9;5;110;0;0;0;1;0;1;35;0
3290;1;39;1;9003;1;19;133.1;1;37;37;9;7;100;0;0;0;1;1;0;35;0
3292;1;39;1;9003;1;1;130;1;37;37;9;7;113;1;0;0;0;1;0;35;0
3338;1;43;1;9670;1;1;160;1;34;34;99;99;100.1;0;0;0;0;1;0;35;0
3384;4;7;1;9147;1;3;130;1;19;1;5;5;130;0;0;0;1;0;0;35;0
3466;2;39;1;9147;1;1;130;1;37;37;9;9;117.9;0;0;0;1;0;0;35;0
3843;1;39;1;9003;1;19;133.1;1;3;1;2;8;100;1;0;0;1;1;0;35;0
3854;2;1;1;9003;1;1;120;1;37;37;9;9;120.5;1;0;1;1;1;0;35;0
3880;2;39;1;9991;0;1;160;1;37;37;9;9;160;0;0;0;1;0;0;35;0
3894;4;39;1;9085;1;1;110;1;37;37;90;90;110;0;0;0;0;0;0;35;0
3903;2;39;1;9147;1;1;140;1;37;37;6;10;131.8;0;0;0;1;0;0;35;0
4068;2;7;1;8014;0;3;120;1;38;1;9;9;120;0;0;0;0;0;0;35;0
4357;1;39;1;9085;1;19;133.1;1;37;37;4;8;140;0;0;0;1;0;0;35;0
35;1;1;1;9991;0;1;130;1;2;37;3;9;131.4;0;0;0;1;1;0;34;0
641;2;39;1;9670;1;1;130;1;37;37;9;0;158;0;0;1;0;0;0;34;0
734;2;39;2;9147;1;1;130;1;19;37;4;7;140;0;0;0;1;1;0;34;0
735;4;39;1;9130;1;1;140;1;37;37;6;7;150;1;0;0;1;1;0;34;0
847;2;39;1;9991;0;1;160;1;1;1;194;131;128.4;0;0;0;1;0;0;34;0
854;2;39;1;9500;1;1;133.1;1;1;19;9;9;120;0;0;0;1;1;1;34;0
886;1;42;1;9773;1;6;120;1;34;34;0;0;122;1;0;0;1;0;0;34;0
935;1;39;1;9500;1;1;100;1;3;1;2;5;121.3;1;0;0;1;0;0;34;0
944;1;7;1;9085;1;3;130;1;1;19;9;10;130;0;0;0;1;0;0;34;0
981;1;42;1;9119;1;6;120;1;35;35;6;6;128.2;1;0;0;1;1;0;34;0
984;2;39;1;9991;0;1;130;1;38;38;9;3;145.6;0;0;0;1;1;0;34;0
1246;2;39;1;9853;1;1;133.1;1;37;37;5;5;116.5;0;0;0;1;0;0;34;0
1264;2;39;1;9853;1;1;130;1;37;19;7;3;140;0;0;1;1;0;1;34;0
1273;2;1;1;9147;1;1;151;1;38;37;9;8;132.1;1;0;0;1;0;0;34;0
1295;2;39;1;9003;1;1;168;1;1;41;9;3;153.9;0;0;1;0;1;0;34;0
1445;1;43;1;9991;0;1;140;1;1;1;6;6;100;0;0;0;1;1;0;34;0
1988;2;39;1;9991;0;1;140;1;37;37;9;10;130;0;0;0;1;0;0;34;0
1992;1;43;1;171;1;2;140;1;37;37;9;9;140;1;0;0;1;0;0;34;0
2025;2;39;1;9991;0;1;120;1;37;37;9;10;170;0;0;0;1;0;0;34;0
2504;2;39;1;9500;1;1;133.1;1;3;1;5;5;148.8;0;0;0;1;0;1;34;0
2610;2;43;1;9991;0;1;130;1;37;37;9;9;128.2;0;0;0;1;0;0;34;0
2624;1;43;1;9991;0;1;133.1;41;37;37;9;8;114.7;0;0;0;1;0;0;34;1
2670;1;39;1;8014;0;1;133.1;1;37;38;9;9;148.5;0;0;0;1;1;0;34;0
2680;1;39;1;9991;0;1;150;1;37;38;175;103;127;0;0;0;1;1;0;34;0
2697;1;39;1;9254;1;19;133.1;1;19;19;3;1;101.5;0;0;1;0;1;0;34;0
2800;1;42;1;9119;1;1;120;1;1;1;5;7;108.6;0;0;0;0;1;0;34;0
2833;2;39;1;9003;1;1;150;1;3;3;2;2;120;0;0;1;0;0;0;34;0
2836;2;43;1;9147;1;1;130;1;19;37;7;10;138;0;0;0;1;0;0;34;0
2861;4;43;1;9238;1;1;120;1;37;37;9;9;110;0;0;1;1;0;0;34;0
2879;2;42;1;9853;1;1;133.1;1;37;37;4;7;100;0;0;0;1;0;0;34;0
2922;1;39;1;8014;0;1;155;1;19;37;4;5;117.5;0;0;0;1;0;0;34;0
2939;2;39;1;9991;0;1;110;1;37;37;9;3;127.1;0;0;0;1;0;0;34;0
3242;2;43;1;9238;1;12;100;1;37;37;9;9;134.4;0;0;0;1;0;0;34;0
3277;1;51;1;33;1;1;130;1;19;19;9;9;117.7;0;0;0;1;0;0;34;0
3329;5;39;1;9119;1;1;120;1;37;37;9;9;116;0;0;1;1;1;1;34;0
3520;1;43;1;9991;0;1;120;1;37;37;9;9;120;1;0;1;1;1;0;34;0
3525;2;39;1;9991;0;1;150;1;1;4;4;2;146;0;0;0;1;1;0;34;0
3689;5;39;1;9238;1;1;130;1;19;38;9;10;146;0;0;0;1;1;0;34;0
3833;1;43;1;9070;1;1;100;1;37;37;9;9;108;1;0;0;1;1;0;34;0
3858;1;39;1;9991;0;19;133.1;1;38;19;9;10;142.7;0;0;1;1;1;1;34;0
3865;1;43;1;9085;1;1;110;1;3;19;4;6;105;0;0;1;0;1;0;34;0
3899;2;39;1;9254;1;1;130;1;37;37;4;7;120;1;0;0;1;0;0;34;0
3910;1;39;1;9119;1;1;110;1;37;37;90;90;108.4;1;0;0;1;0;0;34;0
3915;2;43;1;9991;0;3;140;1;37;19;9;4;140;0;0;1;1;0;0;34;0
4001;2;39;1;9119;1;1;140;1;34;34;9;9;140;0;0;0;0;1;0;34;0
4006;2;39;1;9085;1;1;150;1;37;37;90;10;112;0;0;0;1;1;0;34;0
4090;2;43;1;8014;0;14;133.1;1;34;34;0;0;100;0;0;0;0;0;0;34;0
4128;1;1;1;8014;0;1;133;1;38;38;5;2;135.5;0;0;0;1;0;0;34;0
4152;1;39;1;9003;1;1;140;1;37;37;5;5;150;0;0;1;1;0;0;34;0
80;2;39;1;8014;0;1;120;1;37;37;9;6;117;0;0;0;1;1;0;33;0
85;2;39;1;8014;0;1;130;1;37;37;9;6;110;1;0;0;1;0;0;33;0
180;1;7;1;9500;1;3;140;1;1;1;9;5;140;0;0;0;1;0;0;33;0
713;2;39;1;9085;1;1;133.1;1;37;37;90;90;110.3;0;0;0;1;1;0;33;0
724;1;39;1;8014;0;1;140;1;37;37;90;5;115.5;0;0;0;0;1;0;33;0
872;2;39;1;9119;1;1;120;1;34;34;0;0;140;1;0;0;1;1;0;33;0
972;4;42;1;9147;1;1;133.1;1;37;38;7;3;123;1;0;0;1;1;0;33;0
973;2;39;2;9119;1;19;133.1;1;37;37;7;7;118;0;0;0;0;1;0;33;0
996;1;39;1;8014;0;1;130;1;37;37;9;8;103.5;0;0;0;1;0;1;33;0
1224;2;39;1;8014;0;19;100;1;1;19;1;5;130;0;0;1;1;0;1;33;0
1477;1;39;1;9991;0;1;133;1;37;37;9;5;139.2;1;0;1;1;1;0;33;0
2013;5;39;1;9853;1;19;133.1;1;38;1;5;3;105.5;0;0;1;1;0;0;33;0
2038;2;7;1;9130;1;3;120;1;3;3;1;1;128.2;0;0;0;1;0;0;33;0
2173;2;7;1;9070;1;43;140;1;37;1;9;7;140;0;0;0;1;0;0;33;0
4079;2;39;1;9991;0;1;170;1;38;19;4;8;134.7;0;0;0;1;0;0;33;0
4089;2;43;1;9991;0;1;140;1;37;37;3;10;107.8;0;0;0;1;0;0;33;0
4091;2;39;1;8014;0;1;150;1;34;34;0;0;112.5;0;0;0;1;0;0;33;0
4163;4;43;1;9853;1;1;133.1;100;19;22;90;90;100;0;0;0;1;0;0;33;1
512;2;39;1;8014;0;1;120;1;34;34;99;99;101.8;0;0;0;0;0;0;32;0
704;2;39;1;9991;0;1;120;1;37;37;9;9;133.2;1;0;0;1;1;0;32;0
737;1;43;1;9773;1;1;140;1;3;37;3;7;116.9;0;0;0;1;1;0;32;0
754;2;39;1;9991;0;19;133.1;1;19;37;7;9;137.2;0;0;1;0;0;0;32;0
884;1;39;1;9003;1;1;133.1;1;37;37;4;7;130;0;0;1;0;1;0;32;0
892;1;39;1;171;1;1;147;1;37;38;175;193;133.3;0;0;0;0;0;0;32;0
915;1;39;1;9500;1;1;140;1;37;37;9;6;135.5;0;0;0;1;0;0;32;0
927;1;7;1;9085;1;3;140;1;19;20;4;90;140;1;0;0;1;0;0;32;0
933;2;7;1;9670;1;3;110;1;37;37;7;7;110;0;0;0;1;0;0;32;0
949;2;43;1;9670;1;1;100;1;34;34;0;0;128.2;0;0;0;1;1;0;32;0
1162;4;7;1;9500;1;40;130;1;37;37;3;3;130;1;0;0;1;0;0;32;0
1165;1;39;1;9500;1;1;110;1;37;37;9;9;130;0;0;1;0;0;0;32;0
1202;2;39;1;8014;0;19;133.1;1;37;37;4;8;112.5;0;0;0;1;0;0;32;0
1211;1;43;1;9556;1;1;140;1;37;37;9;9;128;1;0;0;0;0;0;32;0
1241;1;43;1;9991;0;1;120;1;37;37;9;9;128.2;0;0;0;0;1;0;32;0
1275;1;7;1;9991;0;40;120;1;37;37;9;7;120;0;0;0;1;0;0;32;0
1382;1;39;1;9500;1;1;133.1;1;38;19;9;9;128;1;0;0;0;1;0;32;0
1987;2;42;1;9500;1;2;130;1;37;37;9;9;130;0;0;0;1;0;1;32;0
2000;1;51;1;9147;1;1;140;1;19;19;9;7;120.4;0;0;1;0;0;0;32;0
2014;2;39;1;9853;1;1;110;1;37;37;9;9;95.5;0;0;1;0;0;0;32;0
2577;1;44;1;9085;1;39;120;1;37;37;9;9;120;1;0;1;1;0;0;32;0
2661;2;39;1;9991;0;1;120;1;19;37;3;9;132.9;0;0;0;1;1;0;32;0
2754;1;43;1;9991;0;1;120;1;38;38;9;7;141;0;0;0;1;1;1;32;0
2874;5;42;1;9254;1;2;120;1;37;37;4;9;120;0;0;0;1;0;0;32;0
2903;2;39;1;9556;1;1;100;6;38;38;9;9;130;0;0;0;1;0;0;32;1
2925;2;39;1;9500;1;1;133.1;1;19;37;6;6;120;0;0;0;1;0;1;32;0
3058;1;1;1;8014;0;1;126;1;34;34;0;0;142.4;0;0;0;1;0;0;32;0
3146;2;43;1;9991;0;1;133.1;1;37;37;9;7;113.5;0;0;0;1;0;1;32;0
3280;4;39;1;8014;0;1;133.1;1;37;37;9;8;113;0;0;0;1;0;1;32;0
3308;1;7;1;8014;0;3;120;1;19;37;5;3;121.3;0;0;0;1;0;0;32;0
3311;2;39;1;8014;0;1;140;1;19;19;9;7;102.5;0;0;0;1;0;1;32;0
3316;2;1;1;9991;0;1;120;1;37;19;9;9;135;1;0;0;1;1;0;32;0
3350;1;51;1;9670;1;19;133.1;1;2;1;3;10;120;0;0;1;1;1;0;32;0
3356;2;39;2;9003;1;19;133.1;1;38;19;4;1;110;0;0;0;0;1;0;32;0
3359;4;39;1;9500;1;1;133.1;1;1;19;3;3;154.3;0;0;0;1;0;0;32;0
3405;2;43;1;9991;0;1;134;1;37;37;9;9;113.7;0;0;0;1;0;0;32;0
3463;1;7;1;9085;1;3;120;1;37;37;7;7;120;0;0;0;1;0;0;32;0
3492;2;43;3;9991;0;1;120;1;37;37;9;9;128.2;1;0;0;1;1;0;32;0
3538;1;39;2;9147;1;19;133.1;1;38;19;4;10;116.3;0;0;0;0;1;0;32;0
3714;1;43;1;33;1;1;134;1;37;37;1;1;100;1;0;0;1;1;0;32;0
3800;2;39;1;9085;1;12;133.1;1;1;39;5;3;140;1;0;1;0;0;0;32;0
3855;1;39;1;9238;1;1;133.1;1;37;29;0;4;120.5;0;0;0;0;1;0;32;0
3961;1;39;1;9085;1;1;133.1;1;37;37;9;9;120;0;0;0;0;0;0;32;0
4087;1;39;1;8014;0;19;133.1;1;37;37;9;7;106.5;0;0;0;1;0;1;32;0
4099;1;17;2;9556;1;1;120;1;37;37;5;5;111.3;1;0;0;1;0;0;32;0
4142;1;7;1;9070;1;3;133.1;1;3;5;2;2;120;1;0;0;1;0;0;32;0
4293;2;39;1;9500;1;3;130;1;1;1;4;6;126;0;0;0;1;1;0;32;0
4295;1;39;1;9003;1;1;130;1;38;37;7;7;120;0;0;0;1;1;0;32;0
4313;1;7;1;9991;0;3;130;1;19;19;3;9;130;0;0;0;0;1;0;32;0
4326;2;7;1;8014;0;3;130;1;19;38;3;7;130;0;0;0;1;0;0;32;0
4379;2;39;1;9853;1;19;133.1;1;37;37;9;9;131;0;0;0;1;0;1;32;0
4392;2;7;1;9500;1;3;130;1;37;37;9;5;130;0;0;0;1;0;0;32;0
526;1;43;1;9119;1;1;133.1;1;1;1;9;3;136;0;0;0;1;1;0;31;0
581;1;39;1;8014;0;1;133.1;1;34;5;0;1;118.5;1;0;0;1;0;0;31;0
598;4;39;1;9853;1;1;143;1;37;1;9;10;140;0;0;1;0;0;0;31;0
834;2;39;1;9130;1;1;130;1;37;37;9;6;160;0;0;0;1;1;0;31;0
883;1;39;1;9003;1;1;110;1;19;37;9;6;120;0;0;1;0;1;0;31;0
934;2;39;1;9147;1;1;140;1;37;37;9;9;127.7;1;0;0;1;0;0;31;0
938;1;44;1;9991;0;39;150;1;37;37;6;6;150;0;0;0;1;0;0;31;0
940;4;39;1;8014;0;19;133.1;1;37;37;90;7;110;0;0;0;0;0;0;31;0
943;2;39;1;9238;1;19;133.1;1;37;37;9;9;130;1;0;0;1;0;0;31;0
995;2;7;1;9238;1;3;150;1;37;37;191;192;150;0;0;0;1;0;0;31;0
1223;2;39;1;9991;0;19;133.1;1;19;39;5;3;121.7;0;0;1;0;0;0;31;0
1242;2;39;1;9130;1;1;150;1;19;19;4;4;130;0;0;0;0;1;0;31;0
1245;2;43;1;9991;0;1;140;1;37;37;4;9;100;0;0;0;0;0;0;31;0
1399;2;39;1;9556;1;19;133.1;1;37;38;9;9;123;0;0;0;1;0;0;31;0
1966;1;7;1;9003;1;4;120;1;3;1;2;4;120;1;0;0;1;0;0;31;0
2572;1;1;1;9500;1;1;143;1;38;38;9;9;138.8;1;0;0;1;0;0;31;0
2678;1;43;1;9991;0;1;130;1;37;37;9;9;124;0;0;0;1;1;0;31;0
2688;1;42;1;9119;1;1;140;1;19;19;90;90;120;0;0;1;0;1;0;31;0
2812;1;39;1;9500;1;1;100;1;19;1;1;90;114;1;0;1;0;0;0;31;0
3051;2;39;1;9556;1;1;160;1;37;37;9;6;120;0;0;0;1;0;0;31;0
3097;1;39;1;8014;0;1;120;1;38;38;9;9;148.5;0;0;0;1;0;1;31;0
3121;2;1;1;9991;0;2;120;1;37;37;6;3;129.2;0;0;0;1;0;0;31;0
3225;1;39;1;9147;1;12;133.1;1;19;37;7;9;118.2;0;0;0;1;0;0;31;0
3310;2;39;1;9500;1;1;140;1;19;19;9;7;110.5;0;0;0;1;0;0;31;0
3313;1;51;1;9070;1;12;133.1;1;37;19;3;7;106.6;0;0;1;1;0;0;31;0
3332;1;43;1;9254;1;1;110;1;12;19;9;9;125;0;0;0;0;1;0;31;0
3382;1;26;1;9147;1;2;133.1;1;34;34;0;0;121.5;1;0;0;1;0;0;31;0
3549;1;39;1;9670;1;1;140;1;37;37;9;9;148;1;0;0;0;1;0;31;0
3563;1;39;1;9130;1;19;133.1;1;34;34;99;99;96;0;0;0;1;1;0;31;0
3870;1;39;1;9085;1;1;133.1;1;1;1;4;4;120;0;0;1;0;1;0;31;0
3973;1;39;1;9991;0;1;120;1;37;37;9;9;111.1;0;0;0;1;0;0;31;0
4008;1;39;1;9003;1;1;133.1;1;1;37;4;7;110;0;0;0;1;1;0;31;0
4011;1;39;1;9556;1;19;133.1;1;37;37;9;10;100;0;0;0;1;1;0;31;0
4016;4;39;1;9991;0;1;133.1;1;37;37;5;5;138.7;0;0;0;1;0;0;31;0
4073;2;39;1;9238;1;19;133.1;1;1;2;4;6;130;0;0;0;1;0;0;31;0
4329;2;43;2;9853;1;1;130;1;38;31;4;1;124.2;0;0;0;1;0;0;31;0
4358;1;39;1;8014;0;1;133.1;1;19;37;7;8;120;0;0;1;0;0;0;31;0
672;1;42;1;8014;0;1;120;1;37;38;90;7;120;1;0;0;1;0;0;30;0
738;1;17;2;9254;1;1;130;1;37;37;5;7;123.4;1;0;0;1;1;0;30;0
749;1;39;1;9670;1;6;133.1;1;1;1;90;3;107;1;0;0;1;1;0;30;0
873;1;42;1;9991;0;1;150;1;19;19;5;5;113.7;0;0;0;1;1;0;30;0
951;1;39;1;9991;0;1;130;1;37;37;9;9;120.2;1;0;0;1;1;0;30;0
1167;2;39;2;9147;1;3;130;1;3;37;9;9;103.4;0;0;0;1;0;0;30;0
1256;4;39;1;9130;1;1;133.1;1;3;1;5;5;110;1;0;0;1;0;1;30;0
1946;1;1;4;9500;1;1;129;1;37;37;9;9;117.1;1;0;0;1;0;0;30;0
2022;1;39;1;9853;1;1;140;1;19;1;9;4;128.2;0;0;0;0;0;0;30;0
2087;1;7;1;8014;0;3;140;1;1;1;4;4;140;0;0;0;1;0;0;30;0
2591;1;39;1;9003;1;1;133.1;1;19;19;9;9;100;0;0;0;1;0;0;30;0
2681;4;43;1;9500;1;19;100;1;34;34;0;0;110;0;0;0;1;1;0;30;0
2696;1;39;1;9500;1;1;120;1;1;2;144;123;125.3;0;0;1;1;1;0;30;0
2715;1;39;1;9085;1;1;110;1;1;1;5;5;160;1;0;1;1;0;0;30;0
2819;2;7;1;8014;0;3;124.4;1;37;34;0;0;130;0;0;0;1;0;0;30;0
2843;2;39;1;9070;1;1;160;1;3;1;2;5;126.5;0;0;0;1;0;1;30;0
3126;1;43;1;9238;1;1;117;1;34;34;0;0;109.3;0;0;0;1;0;0;30;0
3187;1;39;1;9130;1;10;133.1;1;12;36;90;90;128.2;0;0;0;0;1;1;30;0
3241;4;39;1;9991;0;1;133.1;1;37;37;9;9;130.4;0;0;0;1;0;0;30;0
3269;2;39;1;9500;1;1;133.1;1;37;38;9;8;118.9;0;0;0;1;0;0;30;0
3283;2;53;1;9147;1;42;130;1;19;19;175;152;132.4;0;0;0;1;0;0;30;0
3327;2;43;1;9991;0;1;140;1;37;37;9;9;130;1;0;0;1;1;0;30;0
3349;1;39;1;9003;1;1;133.1;1;38;37;9;4;120;0;0;0;1;1;0;30;0
3424;2;39;1;9991;0;3;130;1;3;1;1;10;160;0;0;0;1;0;0;30;0
3535;1;39;1;9991;0;1;120;1;34;34;0;0;120.5;1;0;0;1;1;0;30;0
3685;2;39;1;9147;1;1;160;1;37;37;9;7;110;0;0;0;1;1;0;30;0
3704;1;39;1;9119;1;1;133.1;1;37;37;9;9;101.6;0;0;0;1;1;1;30;0
3706;1;51;1;9147;1;1;148;1;1;19;9;6;118.4;1;0;0;1;1;0;30;0
3722;5;7;1;9070;1;3;140;1;37;37;7;7;140;0;0;0;0;1;0;30;0
3804;1;43;1;8014;0;10;100;1;34;34;0;0;113;1;0;0;1;0;0;30;0
3836;2;39;1;9003;1;1;120;1;2;2;1;4;100;0;0;0;1;1;0;30;0
3885;1;7;1;9500;1;3;140;1;1;37;9;5;140;0;0;0;1;0;0;30;0
4013;2;39;2;9670;1;1;133.1;41;37;19;9;9;130;0;0;0;1;0;0;30;1
4249;2;39;1;9500;1;3;130;1;1;1;4;6;140;0;0;1;0;0;0;30;0
4264;2;39;1;9991;0;12;133.1;1;37;1;9;4;138.4;0;0;0;1;1;0;30;0
4355;4;39;1;9991;0;1;150;1;37;38;9;9;146.2;0;0;0;1;0;0;30;0
4380;1;39;1;9991;0;1;110;1;37;37;7;7;133.9;0;0;0;1;0;0;30;0
4422;1;1;1;9500;1;1;154;1;37;37;9;9;149.5;1;0;0;1;0;1;30;0
45;1;39;1;9991;0;1;133.1;1;37;37;9;9;109.7;0;0;0;1;0;0;29;0
66;4;42;1;9500;1;19;133.1;1;1;1;5;5;126;1;0;0;1;1;0;29;0
169;1;39;1;9500;1;3;130;1;2;2;1;1;130;0;0;0;1;0;0;29;0
576;2;39;1;9085;1;9;133.1;1;1;1;4;4;120;1;0;0;0;1;0;29;0
596;1;39;1;9991;0;3;120;1;37;37;9;9;141;0;0;0;1;0;0;29;0
717;1;39;1;9130;1;9;133.1;1;34;36;0;90;107.5;0;0;0;1;1;0;29;0
746;2;43;1;9003;1;1;149;1;1;1;4;5;156.1;1;0;0;0;1;0;29;0
843;1;39;1;9130;1;1;133.1;1;3;34;3;0;120;0;0;1;0;1;0;29;0
867;1;39;1;9119;1;3;130;1;1;38;90;90;143.4;0;0;0;1;1;0;29;0
868;1;39;1;9119;1;19;133.1;1;37;38;3;7;96.7;0;0;0;1;1;1;29;0
921;4;39;1;8014;0;19;140;1;37;37;9;3;131;0;0;0;1;0;1;29;0
1195;2;39;1;9003;1;1;130;1;38;37;9;9;144;0;0;0;1;0;0;29;0
1203;2;39;2;9147;1;1;150;1;19;37;9;7;101;0;0;1;0;0;0;29;0
1371;1;39;1;8014;0;38;133.1;1;38;37;4;8;95.5;0;0;0;1;1;0;29;0
1491;2;39;1;9003;1;1;120;1;37;37;9;9;155.8;0;0;0;1;1;0;29;0
2095;1;17;1;9853;1;1;135;1;3;3;2;2;132.9;1;0;0;0;0;0;29;0
2178;1;43;1;8014;0;6;133.1;1;34;34;0;0;100;0;0;1;1;0;0;29;0
2621;1;42;1;9070;1;1;100;1;3;2;2;2;115.9;0;0;0;1;0;0;29;0
2786;1;1;1;8014;0;1;125;1;37;37;9;7;114.9;0;0;0;1;0;0;29;0
2795;4;39;1;9991;0;1;130;1;37;37;9;9;127.6;0;0;0;1;1;0;29;0
2932;1;1;1;9130;1;1;132;1;6;6;0;4;119.1;1;0;1;1;0;0;29;0
3072;1;39;1;8014;0;38;133.1;1;1;1;4;4;107.5;0;0;1;0;1;0;29;0
3106;2;39;1;9085;1;1;120;1;19;19;1;4;130;0;0;0;1;0;0;29;0
3191;1;39;1;9003;1;1;130;1;19;19;9;5;100;0;0;0;0;1;0;29;0
3211;1;7;1;9003;1;3;130;1;3;3;6;2;130;1;0;0;1;1;0;29;0
3258;2;39;1;9003;1;19;133.1;1;37;19;9;4;140;0;0;1;1;0;0;29;0
3348;1;39;1;9147;1;12;133.1;1;37;37;9;9;140;0;0;0;1;1;0;29;0
3426;2;43;2;9147;1;1;160;1;37;37;9;9;96;0;0;0;0;0;0;29;0
3438;1;43;1;9991;0;1;120;1;37;37;9;8;122.5;1;0;0;1;0;0;29;0
3468;1;17;1;9853;1;1;150;1;19;19;3;4;135;0;0;0;1;0;0;29;0
3469;1;1;1;9991;0;1;140;1;37;37;9;9;124.6;0;0;0;1;0;0;29;0
3507;1;17;1;9254;1;1;126;1;37;37;5;1;126;0;0;0;0;1;0;29;0
3514;4;39;1;9670;1;19;133.1;1;37;37;9;7;130;0;0;1;1;1;1;29;0
3515;1;39;1;9670;1;1;120;1;11;11;90;4;114;1;0;0;1;1;0;29;0
3693;1;39;1;9670;1;1;140;1;38;37;7;7;105.2;0;0;0;1;1;0;29;0
3696;1;39;1;9991;0;19;133.1;1;19;37;9;9;149.4;0;0;0;0;1;0;29;0
3723;1;39;1;9003;1;12;133.1;1;19;1;9;1;130;0;0;0;1;1;0;29;0
3761;1;2;1;9147;1;1;150;1;37;37;9;9;122;1;0;0;1;0;0;29;0
3776;1;1;1;9085;1;1;150;1;37;37;4;9;132.1;1;0;1;1;0;0;29;0
3942;1;39;1;9853;1;19;133.1;1;19;4;9;4;116;1;0;0;1;0;0;29;0
4024;1;7;1;9500;1;3;120;1;19;3;4;2;120;1;0;0;1;0;0;29;0
4085;2;39;1;9147;1;1;130;1;1;19;9;9;109.9;0;0;0;0;0;0;29;0
4092;1;43;1;9991;0;1;140;1;37;38;9;8;135.5;0;0;1;0;0;0;29;0
4143;1;43;1;8014;0;12;114;1;34;34;0;99;110;0;0;0;1;0;0;29;0
4277;5;39;1;9147;1;1;133.1;1;1;19;4;7;114;0;0;0;0;1;0;29;0
4375;5;7;1;9500;1;40;150;1;37;37;4;9;150;0;0;0;1;0;0;29;0
4381;1;7;1;9500;1;2;140;1;38;37;7;8;140;0;0;0;1;0;0;29;0
4384;1;39;2;8014;0;1;141;1;37;37;9;9;150.5;0;0;0;1;0;0;29;0
4388;2;1;1;9991;0;1;150;1;37;37;9;9;131.8;0;0;0;0;0;0;29;0
171;1;39;1;9085;1;1;130;1;37;19;9;7;130;1;0;0;1;0;0;28;0
504;1;7;2;9085;1;3;130;1;3;3;1;1;130;0;0;0;0;0;0;28;0
513;1;39;2;9670;1;1;140;1;34;34;0;0;100;0;0;0;1;0;0;28;0
541;1;39;1;9500;1;1;127;1;19;19;5;5;160;0;0;0;1;1;0;28;0
578;1;39;2;9991;0;1;172;1;19;37;9;8;150;1;0;0;1;0;1;28;0
670;1;42;1;9500;1;1;100;1;19;37;5;7;134.3;1;0;0;1;0;0;28;0
748;1;43;1;9085;1;1;110;25;38;38;9;6;117.2;1;0;0;1;1;0;28;1
858;1;39;1;9003;1;12;133.1;1;37;1;9;10;130;0;0;0;1;1;0;28;0
862;1;39;2;9147;1;12;133.1;1;19;38;9;9;120;1;0;1;0;1;0;28;0
917;2;39;1;9991;0;1;147;1;34;34;90;90;111.7;1;0;0;1;0;0;28;0
