ID;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1273;0;5;7;2;10;0;0;5;6;4;12;0;7.6;2.6;0.32;Dropout
1274;0;7;7;0;0;0;0;6;0;0;0;0;8.9;1.4;3.51;Dropout
1278;0;5;8;4;12.5;1;0;5;8;5;11.8;0;9.4;-0.8;-3.12;Dropout
1283;0;6;12;0;0;0;0;6;0;0;0;0;9.4;-0.8;-3.12;Dropout
1286;0;7;10;6;13.66666667;0;0;7;9;6;12.5;0;12.4;0.5;1.79;Dropout
1293;2;6;15;3;11.75;0;0;6;12;2;10;0;13.9;-0.3;0.79;Dropout
1295;0;6;7;0;0;0;0;6;0;0;0;0;12.4;0.5;1.79;Dropout
1296;0;6;14;1;10;0;0;5;5;0;0;0;16.2;0.3;-0.92;Dropout
1297;0;5;5;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
1298;0;7;10;4;12.6;0;0;7;9;5;12.38;0;12.4;0.5;1.79;Dropout
1301;0;5;7;3;12.33333333;0;0;5;5;0;0;0;8.9;1.4;3.51;Dropout
1302;0;6;0;0;0;0;0;6;0;0;0;0;8.9;1.4;3.51;Dropout
1314;0;7;8;7;12.65;0;0;8;9;8;13.41111111;0;16.2;0.3;-0.92;Dropout
1318;0;6;12;3;12;0;0;6;15;3;10.66666667;0;7.6;2.6;0.32;Dropout
1319;0;6;11;4;12;0;0;6;14;3;11;0;10.8;1.4;1.74;Dropout
1328;0;6;14;1;10;0;0;6;13;0;0;0;7.6;2.6;0.32;Dropout
1333;0;5;9;0;0;3;1;5;10;1;12;3;10.8;1.4;1.74;Dropout
1339;0;6;14;5;11.5;1;0;6;13;5;11;1;15.5;2.8;-4.06;Dropout
1345;0;6;6;6;11.83333333;0;0;6;8;6;11;0;12.7;3.7;-1.7;Dropout
1354;0;6;0;0;0;0;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
1357;0;6;8;4;11.75;0;0;6;12;0;0;0;7.6;2.6;0.32;Dropout
1358;0;5;10;0;0;0;0;5;5;0;0;0;15.5;2.8;-4.06;Dropout
1359;0;0;0;0;0;0;0;0;0;0;0;0;10.8;1.4;1.74;Dropout
1360;0;5;0;0;0;0;0;5;0;0;0;0;15.5;2.8;-4.06;Dropout
1361;0;5;9;1;13;0;0;5;5;0;0;0;8.9;1.4;3.51;Dropout
1363;0;6;0;0;0;0;0;6;0;0;0;0;12.4;0.5;1.79;Dropout
1366;0;5;5;0;0;0;0;5;5;0;0;5;9.4;-0.8;-3.12;Dropout
1367;4;9;12;9;13.45454545;0;2;7;9;6;13.875;0;11.1;0.6;2.02;Dropout
1369;0;5;8;3;10;0;0;5;10;4;11;0;12.7;3.7;-1.7;Dropout
1375;3;7;7;3;13.66666667;0;3;8;8;3;11.33333333;4;10.8;1.4;1.74;Dropout
1376;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Dropout
1379;0;6;6;1;14;0;0;6;7;0;0;7;9.4;-0.8;-3.12;Dropout
1380;0;6;6;0;0;0;0;6;7;0;0;0;11.1;0.6;2.02;Dropout
1382;0;7;0;0;0;0;0;8;0;0;0;0;16.2;0.3;-0.92;Dropout
1386;0;5;9;2;10.5;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
1387;0;6;0;0;0;0;0;4;6;0;0;2;10.8;1.4;1.74;Dropout
1389;0;5;10;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
1393;0;0;0;0;0;0;0;0;0;0;0;0;16.2;0.3;-0.92;Dropout
1405;0;5;6;0;0;0;0;5;5;0;0;0;15.5;2.8;-4.06;Dropout
1406;0;5;5;0;0;0;0;6;8;0;0;0;11.1;0.6;2.02;Dropout
1409;0;6;10;4;10.5;0;0;6;14;1;11;0;7.6;2.6;0.32;Dropout
1411;0;6;6;0;0;0;0;6;6;0;0;0;11.1;0.6;2.02;Dropout
1417;0;6;0;0;0;0;0;6;0;0;0;0;12.7;3.7;-1.7;Dropout
1420;0;6;9;6;12.57142857;0;0;6;10;5;12.83333333;0;11.1;0.6;2.02;Dropout
1421;0;6;7;5;11.8;0;0;6;7;5;11.4;0;10.8;1.4;1.74;Dropout
1432;0;6;12;4;12;0;0;6;11;1;10;0;10.8;1.4;1.74;Dropout
1436;6;7;7;6;13;0;2;6;6;2;14;0;11.1;0.6;2.02;Dropout
1444;0;6;8;0;0;0;0;6;10;0;0;0;16.2;0.3;-0.92;Dropout
1446;0;5;6;0;0;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
1447;0;0;0;0;0;0;0;0;0;0;0;0;9.4;-0.8;-3.12;Dropout
1448;0;5;9;4;12.25;0;0;5;9;3;12.33333333;0;8.9;1.4;3.51;Dropout
1449;0;6;12;3;11.5;0;0;6;12;3;13.66666667;0;12.4;0.5;1.79;Dropout
1451;0;6;9;6;12;0;0;6;10;5;12.16666667;0;11.1;0.6;2.02;Dropout
1453;0;0;0;0;0;0;0;0;0;0;0;0;10.8;1.4;1.74;Dropout
1456;0;5;5;0;0;0;0;5;5;0;0;0;11.1;0.6;2.02;Dropout
1460;0;5;5;0;0;0;0;5;0;0;0;0;9.4;-0.8;-3.12;Dropout
1461;0;6;15;4;10.5;0;0;6;16;4;12.5;0;15.5;2.8;-4.06;Dropout
1464;0;5;7;2;13;0;0;5;11;1;10;0;8.9;1.4;3.51;Dropout
1467;0;5;6;3;11;0;0;5;6;0;0;0;10.8;1.4;1.74;Dropout
1474;0;6;12;0;0;1;0;6;0;0;0;0;9.4;-0.8;-3.12;Dropout
1477;0;5;11;2;12.5;0;0;5;9;2;11.5;1;12.7;3.7;-1.7;Dropout
1479;0;6;17;2;14.5;2;0;6;13;0;0;1;15.5;2.8;-4.06;Dropout
1480;0;6;10;4;13.2;0;0;6;8;0;0;0;12.4;0.5;1.79;Dropout
1481;1;7;11;5;12.16666667;0;4;8;14;5;14.8;0;8.9;1.4;3.51;Dropout
1489;0;6;13;0;0;3;0;6;6;0;0;0;16.2;0.3;-0.92;Dropout
1493;0;6;15;4;10.75;0;0;6;12;2;10.5;0;13.9;-0.3;0.79;Dropout
1495;0;7;21;0;0;3;0;7;7;0;0;0;16.2;0.3;-0.92;Dropout
1914;0;6;9;3;10.66666667;0;0;6;12;0;0;0;7.6;2.6;0.32;Dropout
1925;0;6;7;1;14;0;0;6;6;0;0;0;15.5;2.8;-4.06;Dropout
1939;1;6;11;5;13;0;1;6;12;1;12;0;13.9;-0.3;0.79;Dropout
1945;0;6;7;6;13.85714286;0;0;6;7;6;13.14285714;0;13.9;-0.3;0.79;Dropout
1951;0;6;0;0;0;0;0;6;0;0;0;0;11.1;0.6;2.02;Dropout
1952;0;6;0;0;0;0;0;6;12;0;0;0;10.8;1.4;1.74;Dropout
1953;0;0;0;0;0;0;0;0;0;0;0;0;10.8;1.4;1.74;Dropout
1959;0;6;11;5;10.6;0;0;6;10;6;11.71428571;0;11.1;0.6;2.02;Dropout
1973;0;6;7;5;11.2;0;0;6;10;5;13.125;0;10.8;1.4;1.74;Dropout
1976;3;10;10;10;13;0;5;11;11;10;11.4;0;11.1;0.6;2.02;Dropout
1992;0;0;0;0;0;0;0;0;0;0;0;0;10.8;1.4;1.74;Dropout
1995;0;6;12;0;0;0;0;6;12;0;0;0;7.6;2.6;0.32;Dropout
1999;0;6;10;1;10;0;0;6;12;0;0;0;9.4;-0.8;-3.12;Dropout
2001;0;6;14;6;11.28571429;0;0;6;16;3;10.33333333;0;8.9;1.4;3.51;Dropout
2002;0;6;6;6;13.83333333;0;0;6;7;0;0;0;15.5;2.8;-4.06;Dropout
2004;0;6;8;6;11.66666667;0;0;6;9;4;12;0;10.8;1.4;1.74;Dropout
2005;0;6;12;0;0;0;0;5;10;0;0;0;9.4;-0.8;-3.12;Dropout
2010;0;6;0;0;0;0;0;6;0;0;0;0;7.6;2.6;0.32;Dropout
2013;0;6;7;5;13.2;0;0;6;7;5;10.6;0;7.6;2.6;0.32;Dropout
2014;0;6;6;0;0;0;0;5;10;0;0;0;10.8;1.4;1.74;Dropout
2015;0;6;0;0;0;0;0;6;0;0;0;0;15.5;2.8;-4.06;Dropout
2021;0;6;10;0;0;0;0;6;8;0;0;0;15.5;2.8;-4.06;Dropout
2022;0;6;0;0;0;0;0;6;0;0;0;0;12.7;3.7;-1.7;Dropout
2023;0;0;0;0;0;0;0;0;0;0;0;0;10.8;1.4;1.74;Dropout
2032;4;10;12;5;12.16666667;4;2;8;8;0;0;2;12.7;3.7;-1.7;Dropout
2034;0;4;4;0;0;0;0;5;0;0;0;0;12.7;3.7;-1.7;Dropout
2037;0;5;8;2;10;0;0;5;7;1;10;0;7.6;2.6;0.32;Dropout
2038;1;5;11;2;11.5;1;1;5;8;2;12;0;9.4;-0.8;-3.12;Dropout
2041;0;6;9;3;11.66666667;0;0;6;10;2;11;0;10.8;1.4;1.74;Dropout
2047;0;7;0;0;0;0;0;8;0;0;0;0;13.9;-0.3;0.79;Dropout
2048;0;7;13;4;13.5;0;0;7;11;4;11.225;0;11.1;0.6;2.02;Dropout
2053;0;5;7;2;10;0;0;1;1;0;0;0;12.7;3.7;-1.7;Dropout
2060;1;6;13;4;13;0;1;6;11;5;12;0;16.2;0.3;-0.92;Dropout
2070;0;5;9;3;10;1;0;5;9;3;12.33333333;0;9.4;-0.8;-3.12;Dropout
2086;0;4;4;0;0;0;0;4;4;0;0;0;12.7;3.7;-1.7;Dropout
2087;0;6;0;0;0;0;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
2088;0;6;8;6;15;0;0;6;8;5;15.16666667;0;13.9;-0.3;0.79;Dropout
2090;0;5;5;5;11.2;0;0;5;5;5;12.6;0;9.4;-0.8;-3.12;Dropout
2095;0;6;9;6;16.33333333;0;0;6;8;5;15.6;0;12.7;3.7;-1.7;Dropout
2097;0;7;0;0;0;0;0;8;0;0;0;0;13.9;-0.3;0.79;Dropout
2100;0;6;10;6;12.16666667;0;0;6;8;5;11.66666667;0;16.2;0.3;-0.92;Dropout
2104;0;6;10;4;12;0;0;6;15;3;10.66666667;0;7.6;2.6;0.32;Dropout
2115;0;6;9;5;11;0;0;6;9;4;11.25;0;10.8;1.4;1.74;Dropout
2116;0;6;0;0;0;0;0;6;0;0;0;0;8.9;1.4;3.51;Dropout
2118;0;8;8;8;12.82875;0;0;8;8;8;12.82875;0;9.4;-0.8;-3.12;Dropout
2121;0;6;16;2;13;0;0;6;8;0;0;0;15.5;2.8;-4.06;Dropout
2124;0;6;10;5;11.28571429;0;0;6;7;0;0;0;16.2;0.3;-0.92;Dropout
2126;0;6;0;0;0;0;0;6;11;1;10;0;10.8;1.4;1.74;Dropout
2127;0;7;9;6;13.76666667;0;0;8;9;8;13.74444444;0;16.2;0.3;-0.92;Dropout
2128;0;8;9;6;12.75833333;1;0;8;9;6;12.75833333;1;9.4;-0.8;-3.12;Dropout
2129;0;0;0;0;0;0;0;0;0;0;0;0;11.1;0.6;2.02;Dropout
2136;0;6;6;0;0;0;0;6;6;0;0;0;15.5;2.8;-4.06;Dropout
2140;0;5;12;2;13;1;0;5;13;2;11.5;0;9.4;-0.8;-3.12;Dropout
2160;0;6;14;2;11;0;0;6;14;3;10.33333333;0;7.6;2.6;0.32;Dropout
2162;0;5;8;3;12;0;0;5;6;4;10.75;0;7.6;2.6;0.32;Dropout
2163;0;6;6;0;0;0;0;5;5;0;0;0;8.9;1.4;3.51;Dropout
2174;0;5;6;1;13;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
2178;1;6;9;4;12;0;1;6;13;2;10.5;0;7.6;2.6;0.32;Dropout
2181;0;0;0;0;0;0;0;0;0;0;0;0;15.5;2.8;-4.06;Dropout
2184;6;14;22;12;12.15384615;0;5;12;18;10;12.9;0;10.8;1.4;1.74;Dropout
2190;0;6;7;5;12.2;0;0;6;6;6;12.33333333;0;12.7;3.7;-1.7;Dropout
2192;0;7;0;0;0;0;0;8;0;0;0;0;16.2;0.3;-0.92;Dropout
2193;0;6;8;5;16.16666667;0;0;6;10;4;16;0;8.9;1.4;3.51;Dropout
2199;0;5;8;3;11;0;0;5;7;2;10;0;12.7;3.7;-1.7;Dropout
2500;0;6;13;2;10;0;0;6;10;1;15;0;16.2;0.3;-0.92;Dropout
2505;0;6;0;0;0;0;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
2511;0;6;8;5;12;0;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
2515;0;6;6;6;13.33333333;0;0;6;8;5;12.8;0;8.9;1.4;3.51;Dropout
2524;0;6;0;0;0;0;0;6;0;0;0;0;15.5;2.8;-4.06;Dropout
2525;0;6;12;6;11.66666667;0;0;6;7;0;0;0;15.5;2.8;-4.06;Dropout
2527;0;6;6;6;14.5;0;0;6;6;6;12.83333333;0;12.4;0.5;1.79;Dropout
2541;2;5;9;2;14;0;0;5;5;0;0;0;12.4;0.5;1.79;Drpout
2542;0;7;8;6;12.83333333;0;0;6;6;0;0;0;13.9;-0.3;0.79;Dropout
2544;0;6;0;0;0;0;0;6;0;0;0;0;8.9;1.4;3.51;Dropout
2550;0;6;14;2;10;0;0;6;6;0;0;0;13.9;-0.3;0.79;Dropout
2554;0;5;8;2;10.5;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
2560;0;6;6;6;14;0;0;6;6;6;13.5;0;11.1;0.6;2.02;Dropout
2563;0;7;9;2;10.75;0;0;7;9;0;0;0;16.2;0.3;-0.92;Dropout
2577;0;6;14;4;11.5;0;0;6;14;3;11;0;16.2;0.3;-0.92;Dropout
2578;0;6;14;2;10.5;0;0;6;11;1;10;0;10.8;1.4;1.74;Dropout
2582;0;6;8;0;0;0;0;6;8;0;0;0;15.5;2.8;-4.06;Dropout
2589;0;6;8;3;12.33333333;0;0;6;11;2;10.5;0;12.7;3.7;-1.7;Dropout
2591;0;6;6;0;0;0;0;6;6;0;0;0;11.1;0.6;2.02;Dropout
2594;0;7;12;6;12.16666667;0;0;8;8;8;11.675;0;13.9;-0.3;0.79;Dropout
2597;0;6;9;5;11.4;0;0;6;8;5;12.2;0;12.7;3.7;-1.7;Dropout
2598;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Dropout
2601;0;6;6;6;13.5;0;0;6;8;5;12.8;0;12.7;3.7;-1.7;Dropout
2604;0;5;12;0;0;4;0;5;8;0;0;1;9.4;-0.8;-3.12;Dropout
2605;0;6;10;2;10.5;0;0;6;11;1;13;0;9.4;-0.8;-3.12;Dropout
2608;0;6;8;5;13;0;0;6;7;6;13.14285714;0;15.5;2.8;-4.06;Dropout
2610;3;8;9;3;11;0;2;7;7;2;10;0;9.4;-0.8;-3.12;Dropout
2614;0;5;7;0;0;0;0;5;8;0;0;0;16.2;0.3;-0.92;Dropout
2615;0;5;6;5;12.4;0;0;5;9;3;13;0;8.9;1.4;3.51;Dropout
2616;0;6;8;5;11.6;0;0;6;11;4;13;0;8.9;1.4;3.51;Dropout
2617;0;6;8;5;12.2;0;0;6;13;0;0;0;9.4;-0.8;-3.12;Dropout
2619;0;6;8;6;12.33333333;0;0;6;7;5;12.4;0;10.8;1.4;1.74;Dropout
2624;2;2;2;2;10.5;0;1;1;1;1;11;0;10.8;1.4;1.74;Dropout
2626;0;5;10;0;0;0;0;5;7;1;12;0;10.8;1.4;1.74;Dropout
2631;0;5;13;2;11;0;0;5;12;1;12;0;11.1;0.6;2.02;Dropout
2632;0;6;9;4;10.75;0;0;6;12;0;0;0;7.6;2.6;0.32;Dropout
2636;0;7;7;2;11.75;0;0;5;10;0;0;0;12.4;0.5;1.79;Dropout
2637;0;6;11;3;11;0;0;6;14;0;0;0;9.4;-0.8;-3.12;Dropout
2641;0;5;0;0;0;0;0;5;0;0;0;0;16.2;0.3;-0.92;Dropout
2643;0;6;6;3;12.33333333;0;0;6;9;0;0;0;10.8;1.4;1.74;Dropout
2644;0;5;11;4;11.5;0;0;5;11;3;13.5;0;12.4;0.5;1.79;Dropout
2646;0;0;0;0;0;0;0;0;0;0;0;0;11.1;0.6;2.02;Dropout
2648;0;6;16;4;11.8;0;0;6;15;2;12;0;16.2;0.3;-0.92;Dropout
2649;6;13;13;6;11.33333333;0;2;11;11;2;13.5;0;16.2;0.3;-0.92;Dropout
2650;0;8;12;5;12.002;1;0;8;12;5;12.002;1;10.8;1.4;1.74;Dropout
2652;0;6;10;5;15.2;0;1;6;9;1;11;0;15.5;2.8;-4.06;Dropout
2654;0;5;14;0;0;1;0;5;5;0;0;0;9.4;-0.8;-3.12;Dropout
2659;0;0;0;0;0;0;0;0;0;0;0;0;12.7;3.7;-1.7;Dropout
2660;0;6;7;6;11;0;0;6;6;5;12.2;0;11.1;0.6;2.02;Dropout
2661;0;5;11;4;10.75;0;0;5;11;4;11.33333333;0;13.9;-0.3;0.79;Dropout
2663;0;7;11;4;12.6;0;0;7;7;4;11.575;0;16.2;0.3;-0.92;Dropout
2664;0;5;5;0;0;0;0;5;5;0;0;0;8.9;1.4;3.51;Dropout
2666;0;6;16;2;10;0;0;6;12;4;12.25;0;10.8;1.4;1.74;Dropout
2668;0;5;8;2;11;0;0;5;5;1;11;0;15.5;2.8;-4.06;Dropout
2670;0;6;6;4;12.25;0;0;5;5;0;0;0;11.1;0.6;2.02;Dropout
2673;0;6;8;3;12;0;0;6;9;1;11;0;15.5;2.8;-4.06;Dropout
2677;0;7;7;0;0;0;0;8;13;2;13.15;0;16.2;0.3;-0.92;Dropout
2682;0;7;9;6;12.78333333;0;0;8;11;0;0;0;16.2;0.3;-0.92;Dropout
2683;0;5;5;0;0;0;0;5;5;1;10;0;11.1;0.6;2.02;Dropout
2685;0;6;8;0;0;0;0;6;10;0;0;0;16.2;0.3;-0.92;Dropout
2688;0;4;4;0;0;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
2690;0;6;10;2;12;0;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
2691;0;5;7;4;10.75;0;0;5;10;2;11;3;16.2;0.3;-0.92;Dropout
2697;0;6;6;0;0;0;0;6;6;0;0;0;15.5;2.8;-4.06;Dropout
2699;2;7;9;5;12.6;0;5;9;10;8;12.75;1;16.2;0.3;-0.92;Dropout
2701;0;0;0;0;0;0;0;0;0;0;0;0;16.2;0.3;-0.92;Dropout
2702;0;6;9;1;10;0;0;6;6;0;0;0;12.4;0.5;1.79;Dropout
2703;0;5;5;0;0;0;0;5;5;0;0;5;9.4;-0.8;-3.12;Dropout
2704;0;6;16;3;11.25;0;0;6;14;4;11.2;0;15.5;2.8;-4.06;Dropout
2706;0;5;8;3;10.66666667;1;0;5;5;1;14;0;9.4;-0.8;-3.12;Dropout
2708;0;5;5;0;0;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
2712;0;6;6;0;0;6;0;6;12;0;0;0;9.4;-0.8;-3.12;Dropout
2713;0;5;11;2;11.5;0;0;5;10;0;0;0;12.7;3.7;-1.7;Dropout
2715;0;6;7;6;16.42857143;0;0;6;7;6;16.66666667;0;13.9;-0.3;0.79;Dropout
2724;0;5;15;2;10;0;0;5;14;2;12;0;13.9;-0.3;0.79;Dropout
2738;0;6;13;6;10.85714286;0;0;6;10;4;11;0;15.5;2.8;-4.06;Dropout
2745;0;6;6;6;10.83333333;0;0;6;7;5;11;0;13.9;-0.3;0.79;Dropout
2748;0;6;8;0;0;0;0;6;10;0;0;0;16.2;0.3;-0.92;Dropout
2749;0;4;4;0;0;0;0;5;0;0;0;0;12.7;3.7;-1.7;Dropout
2750;0;5;9;4;11.5;0;0;5;6;5;11.6;1;7.6;2.6;0.32;Dropout
2751;0;5;8;0;0;0;0;5;5;0;0;0;9.4;-0.8;-3.12;Dropout
2753;0;6;6;0;0;0;0;5;6;0;0;0;12.4;0.5;1.79;Dropout
2755;10;10;10;10;13.6;0;5;10;10;5;13.6;0;8.9;1.4;3.51;Dropout
2757;0;5;8;1;10;0;0;5;9;1;10;0;10.8;1.4;1.74;Dropout
2758;0;6;19;0;0;0;0;6;6;0;0;0;13.9;-0.3;0.79;Dropout
2761;2;7;8;6;13.04666667;0;2;8;10;7;13.30625;0;11.1;0.6;2.02;Dropout
2768;0;5;5;0;0;0;0;5;10;0;0;0;10.8;1.4;1.74;Dropout
2770;0;7;9;0;0;0;0;7;8;1;10;0;15.5;2.8;-4.06;Dropout
2782;0;6;12;3;10.33333333;0;0;6;14;1;11;0;10.8;1.4;1.74;Dropout
2787;0;6;11;3;13;0;0;6;15;1;12;0;7.6;2.6;0.32;Dropout
2789;0;6;12;0;0;0;0;6;9;0;0;0;10.8;1.4;1.74;Dropout
2790;0;0;0;0;0;0;0;0;0;0;0;0;15.5;2.8;-4.06;Dropout
2791;0;5;7;2;12.5;0;0;5;13;1;11;0;9.4;-0.8;-3.12;Dropout
2797;0;7;0;0;0;0;0;8;0;0;0;0;12.4;0.5;1.79;Dropout
2800;2;7;13;5;12;0;2;7;7;3;11;0;15.5;2.8;-4.06;Dropout
2802;0;6;6;0;0;0;0;6;6;0;0;0;12.4;0.5;1.79;Dropout
2812;0;7;8;5;12.56;0;0;7;8;5;12.56;0;7.6;2.6;0.32;Dropout
2822;0;5;12;0;0;3;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
2826;0;6;8;6;11.33333333;0;0;6;12;4;13.75;0;8.9;1.4;3.51;Dropout
2830;0;0;0;0;0;0;0;0;0;0;0;0;12.7;3.7;-1.7;Dropout
2837;0;5;5;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
2839;0;5;5;0;0;0;0;5;5;0;0;0;15.5;2.8;-4.06;Dropout
2844;0;5;0;0;0;0;0;5;0;0;0;0;12.7;3.7;-1.7;Dropout
2847;0;3;7;1;14;0;0;2;4;0;0;0;11.1;0.6;2.02;Dropout
2848;0;5;5;0;0;0;0;4;5;0;0;0;15.5;2.8;-4.06;Dropout
2849;13;15;20;13;12.46153846;1;10;13;13;10;11.1;1;15.5;2.8;-4.06;Dropout
2851;0;6;6;0;0;0;0;6;0;0;0;0;8.9;1.4;3.51;Dropout
2855;0;7;0;0;0;0;0;8;0;0;0;0;11.1;0.6;2.02;Dropout
2856;0;7;10;5;13.46;0;0;7;8;7;12.2375;0;11.1;0.6;2.02;Dropout
2858;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Dropout
2865;0;6;11;5;12;0;0;6;11;5;11;0;7.6;2.6;0.32;Dropout
2867;0;1;1;0;0;1;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
2872;0;7;0;0;0;0;0;8;0;0;0;0;10.8;1.4;1.74;Dropout
2875;0;5;0;0;0;0;0;5;0;0;0;0;7.6;2.6;0.32;Dropout
2877;0;7;7;0;0;0;0;5;10;0;0;0;12.4;0.5;1.79;Dropout
2879;6;12;18;11;13;0;4;13;22;8;11.875;0;12.7;3.7;-1.7;Dropout
2880;0;6;13;4;12.5;0;0;6;8;3;11.66666667;0;16.2;0.3;-0.92;Dropout
2883;0;5;14;1;10;0;0;5;13;2;12;0;12.4;0.5;1.79;Dropout
2892;0;5;5;0;0;0;0;5;6;0;0;0;12.4;0.5;1.79;Dropout
2894;10;12;12;9;12.44444444;3;4;7;8;6;12;0;9.4;-0.8;-3.12;Dropout
2902;0;5;5;0;0;0;0;6;0;0;0;0;9.4;-0.8;-3.12;Dropout
2905;0;6;13;4;12;0;0;6;10;3;12;0;16.2;0.3;-0.92;Dropout
2910;0;6;13;5;11.6;0;0;6;11;4;12.25;0;12.4;0.5;1.79;Dropout
2911;0;6;0;0;0;0;0;6;0;0;0;0;13.9;-0.3;0.79;Dropout
2913;0;6;0;0;0;0;0;6;0;0;0;0;7.6;2.6;0.32;Dropout
2915;0;5;0;0;0;0;0;5;0;0;0;0;9.4;-0.8;-3.12;Dropout
2919;14;15;16;14;10.92857143;0;12;14;16;12;11.83333333;0;9.4;-0.8;-3.12;Dropout
2920;0;6;6;0;0;0;0;6;7;0;0;0;8.9;1.4;3.51;Dropout
2923;0;6;14;6;11.33333333;0;0;6;11;5;12.4;0;15.5;2.8;-4.06;Dropout
2924;0;5;6;1;11;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
2929;0;0;0;0;0;0;0;0;0;0;0;0;9.4;-0.8;-3.12;Dropout
2931;0;5;9;0;0;0;0;5;5;2;12.5;0;7.6;2.6;0.32;Dropout
2932;0;5;10;1;13;4;0;5;14;0;0;8;10.8;1.4;1.74;Dropout
2933;0;5;5;0;0;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
2935;0;6;12;0;0;0;1;6;11;0;0;1;7.6;2.6;0.32;Dropout
2936;0;6;11;1;16;0;0;6;8;4;12.25;0;7.6;2.6;0.32;Dropout
2937;0;6;0;0;0;0;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
2938;0;6;9;4;12.75;1;0;5;5;0;0;5;9.4;-0.8;-3.12;Dropout
2940;0;2;2;0;0;0;0;6;0;0;0;0;12.7;3.7;-1.7;Dropout
2946;0;7;12;4;10.25;0;0;7;10;3;13;0;11.1;0.6;2.02;Dropout
2947;0;6;0;0;0;0;0;6;0;0;0;0;12.4;0.5;1.79;Dropout
2950;0;6;13;3;10.5;0;0;6;19;1;12;0;12.4;0.5;1.79;Dropout
2954;0;0;0;0;0;0;0;0;0;0;0;0;16.2;0.3;-0.92;Dropout
2957;0;7;7;0;0;7;0;7;7;0;0;7;16.2;0.3;-0.92;Dropout
2959;0;6;11;3;12.33333333;0;0;6;13;2;11;0;7.6;2.6;0.32;Dropout
2963;0;6;6;2;12;0;0;6;6;1;11;0;9.4;-0.8;-3.12;Dropout
2965;1;6;8;6;13.28571429;1;0;6;8;6;12.5;0;13.9;-0.3;0.79;Dropout
2972;0;5;14;1;11;0;0;5;11;2;12.66666667;4;16.2;0.3;-0.92;Dropout
2975;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Dropout
2978;14;18;23;14;12.78571429;2;16;17;18;16;13.875;0;16.2;0.3;-0.92;Dropout
2980;0;5;12;4;14.6;3;0;5;5;4;12.75;1;9.4;-0.8;-3.12;Dropout
2993;0;6;0;0;0;0;0;6;0;0;0;0;16.2;0.3;-0.92;Dropout
3000;0;4;4;0;0;0;0;5;10;0;0;0;10.8;1.4;1.74;Dropout
3003;0;6;7;6;14;0;0;6;8;5;12.2;0;13.9;-0.3;0.79;Dropout
3004;0;7;8;7;12.14285714;0;0;8;8;8;13.375;0;16.2;0.3;-0.92;Dropout
3009;0;6;8;5;14.4;0;0;6;11;4;14.6;0;8.9;1.4;3.51;Dropout
3012;0;6;11;5;12.28571429;0;0;6;19;3;14;1;12.4;0.5;1.79;Dropout
3015;0;7;0;0;0;0;0;8;0;0;0;0;12.7;3.7;-1.7;Dropout
3023;0;6;9;4;13;0;0;6;9;4;12.25;0;12.7;3.7;-1.7;Dropout
3028;0;6;6;4;12;0;0;6;11;3;11.33333333;0;11.1;0.6;2.02;Dropout
3031;14;15;25;14;12.42857143;1;8;14;22;11;11.90909091;0;7.6;2.6;0.32;Dropout
3037;0;7;0;0;0;0;0;8;0;0;0;0;12.7;3.7;-1.7;Dropout
3040;0;7;11;4;12;0;0;7;9;6;11.83333333;0;16.2;0.3;-0.92;Dropout
3041;0;6;6;6;13;0;0;6;7;6;13.14285714;0;12.4;0.5;1.79;Dropout
3048;0;6;6;6;13.16666667;0;0;6;8;5;14.2;0;10.8;1.4;1.74;Dropout
